User,Headlines,Links,MainContent
Lorenzo Zarantonello,GraphQL vs REST API,https://medium.com/gitconnected/graphql-vs-rest-api-daddb5a5dee5?source=topics_v2---------77-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"GraphQL vs REST APIA comparison between GraphQL and REST APIGraphQL and REST APIs are both ways of providing access to data and functionality over the web, and they have some similar features.GraphQL logoHowever, there are some key differences between the two approaches, and these differences can influence the benefits and drawbacks of each approach.GraphQL vs REST APIA comparison between GraphQL and REST APIGraphQL and REST APIs are both ways of providing access to data and functionality over the web, and they have some similar features.GraphQL logoHowever, there are some key differences between the two approaches, and these differences can influence the benefits and drawbacks of each approach.GraphQL vs REST APIA comparison between GraphQL and REST API"
Rakesh,Simple steps to automate WhatsApp Messages with Golang,https://medium.com/gitconnected/simple-steps-to-automate-whatsapp-messages-with-golang-ff5244f0ae73?source=topics_v2---------78-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"Simple steps to automate WhatsApp Messages with GolangThis is a short how-to-do type of tutorial to deliver a message or notification via WhatsApp with a few lines of code.Photo by Dima Solomin on UnsplashTwilio provides a WhatsApp sandbox, which we need here to develop and test your application.In this section, you are going to connect your smartphone to the sandbox. From your Twilio Console, select Messaging, then select Try…Simple steps to automate WhatsApp Messages with GolangThis is a short how-to-do type of tutorial to deliver a message or notification via WhatsApp with a few lines of code.Photo by Dima Solomin on UnsplashTwilio provides a WhatsApp sandbox, which we need here to develop and test your application.In this section, you are going to connect your smartphone to the sandbox. From your Twilio Console, select Messaging, then select Try…Simple steps to automate WhatsApp Messages with Golang"
Pascal Zwikirsch,Flux CD: Getting Started,https://medium.com/gitconnected/flux-cd-getting-started-1a06671d718f?source=topics_v2---------79-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"Flux CD: Getting StartedThis concise tutorial will show you to bootstrap Flux CD on your local cluster and deploy your applications from your GitHub repository.RequirementsA local Kubernetes cluster for testing. e.g., you could very quickly setup MicroK8sA personal access token for your GitHub account.SSH should be enabled for your GitHub repositories (but…Flux CD: Getting StartedThis concise tutorial will show you to bootstrap Flux CD on your local cluster and deploy your applications from your GitHub repository.RequirementsA local Kubernetes cluster for testing. e.g., you could very quickly setup MicroK8sA personal access token for your GitHub account.SSH should be enabled for your GitHub repositories (but…Flux CD: Getting Started"
Michael Long,Another ChatGPT SwiftUI Session,https://medium.com/better-programming/another-chatgpt-swiftui-session-67359737033a?source=topics_v2---------80-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"Another ChatGPT SwiftUI SessionExploring the future of conversational programming.Photo by charlesdeluvio on UnsplashI wrote an earlier article on ChatGPT where I asked it to build a SwiftUI form based on a handful of parameters… and it did. And when asked it also added some error handling and property marshaling for good measure.So I’ve been working with it for a few days, and out of curiosity I tried the…Another ChatGPT SwiftUI SessionExploring the future of conversational programming.Photo by charlesdeluvio on UnsplashI wrote an earlier article on ChatGPT where I asked it to build a SwiftUI form based on a handful of parameters… and it did. And when asked it also added some error handling and property marshaling for good measure.So I’ve been working with it for a few days, and out of curiosity I tried the…Another ChatGPT SwiftUI SessionExploring the future of conversational programming."
Jonathan Chao,Make ChatGPT Practice Coding Interview Questions with You,https://medium.com/@jonathan-ck-chao/make-chatgpt-practice-coding-interview-questions-with-you-faec22e15879?source=topics_v2---------83-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"Make ChatGPT Practice Coding Interview Questions with YouPhoto by Andrea De Santis on UnsplashBy now, you probably know the buzz about ChatGPT and all the powerful functionalities as well as shortcoming of it. Some people even worry about it replacing our jobs.But hey, if this is a tool that can do some entry level programming, why not using it for us instead of against us? We can utilize it as an assistent to practice coding interview problems.Make ChatGPT Practice Coding Interview Questions with YouPhoto by Andrea De Santis on UnsplashBy now, you probably know the buzz about ChatGPT and all the powerful functionalities as well as shortcoming of it. Some people even worry about it replacing our jobs.But hey, if this is a tool that can do some entry level programming, why not using it for us instead of against us? We can utilize it as an assistent to practice coding interview problems.Make ChatGPT Practice Coding Interview Questions with You"
Carla Martins,The Best Tech Products I Bought in 2022,https://medium.com/@cdanielaam/the-best-tech-products-i-bought-in-2022-23837034146f?source=topics_v2---------84-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"The Best Tech Products I Bought in 2022Price range from 10 to 2200 eurosThe year 2022 was filled with purchases of technological gadgets. Some represented genuine needs in terms of work and productivity, others were simply vanities or impulses. So, in this article I’m going to summarize the 5 technologies that I bought in 2022 and with which I feel truly satisfied because they somehow improved my productivity or comfort.MacBook Pro 14The Best Tech Products I Bought in 2022Price range from 10 to 2200 eurosThe year 2022 was filled with purchases of technological gadgets. Some represented genuine needs in terms of work and productivity, others were simply vanities or impulses. So, in this article I’m going to summarize the 5 technologies that I bought in 2022 and with which I feel truly satisfied because they somehow improved my productivity or comfort.MacBook Pro 14The Best Tech Products I Bought in 2022Price range from 10 to 2200 euros"
Tony,K8s — Container Memory,https://medium.com/dev-genius/k8s-container-memory-87c6a2a98bef?source=topics_v2---------90-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"K8s — Container MemoryContainer memory usage deep diveRunning Container Magically Disappear?Have you ever ran into this situation when using containers? After a container has been running in the system for a period of time, it suddenly disappeared. Even if you looked at the log file but there’s nothing in it. The container just disappeared.K8s — Container MemoryContainer memory usage deep diveRunning Container Magically Disappear?Have you ever ran into this situation when using containers? After a container has been running in the system for a period of time, it suddenly disappeared. Even if you looked at the log file but there’s nothing in it. The container just disappeared.K8s — Container MemoryContainer memory usage deep dive"
Farhan Tanvir,7 Useful Rust Libraries You Should Use In Your Next Project,https://medium.com/codex/7-useful-rust-libraries-you-should-use-in-your-next-project-c67e473a0317?source=topics_v2---------91-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"7 Useful Rust Libraries You Should Use In Your Next ProjectPower Up Your Rust DevelopmentPhoto by Max Duzij on UnsplashThere is a proverb “You don’t have to reinvent the wheel”. Libraries are the best example of that. It helps you to write complex and time-consuming functionality in an easy way. According to me, a good project uses some of the best libraries available. Rust is a blazingly fast programming language that is mostly…7 Useful Rust Libraries You Should Use In Your Next ProjectPower Up Your Rust DevelopmentPhoto by Max Duzij on UnsplashThere is a proverb “You don’t have to reinvent the wheel”. Libraries are the best example of that. It helps you to write complex and time-consuming functionality in an easy way. According to me, a good project uses some of the best libraries available. Rust is a blazingly fast programming language that is mostly…7 Useful Rust Libraries You Should Use In Your Next ProjectPower Up Your Rust Development"
John Philip,How to access child component properties in Vue.js 3,https://medium.com/gitconnected/how-to-access-child-component-properties-in-vue-js-3-d47f6ae1d62?source=topics_v2---------93-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"How to access child component properties in Vue.js 3Useful tip to access methods and functions from child componentsPhoto by Pixabay on PexelryWhen building Vuejs applications, you may need to access child component properties from an outside component. This may be in scenarios where the need to emit events is unnecessary.How to access child component properties in Vue.js 3Useful tip to access methods and functions from child componentsPhoto by Pixabay on PexelryWhen building Vuejs applications, you may need to access child component properties from an outside component. This may be in scenarios where the need to emit events is unnecessary.How to access child component properties in Vue.js 3Useful tip to access methods and functions from child components"
Kat Li,Buckle up! 7 Hilarious Programmer Memes Headed Your Way,https://medium.com/gitconnected/buckle-up-7-hilarious-programmer-memes-headed-your-way-d696b3de5185?source=topics_v2---------94-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"Buckle up! 7 Hilarious Programmer Memes Headed Your WayGeeky jokes that will have you laughing into 2023As we are heading toward the end of year 2022, I thought it would be fun to share some of my favorite programmer memes that have cracked me up. Buckle up and let’s go!Yea, our list has to start with an ZERO!0. When Emojis meets MathIf you ever find yourself struggling to remember math operations, emojis come to rescue!Buckle up! 7 Hilarious Programmer Memes Headed Your WayGeeky jokes that will have you laughing into 2023As we are heading toward the end of year 2022, I thought it would be fun to share some of my favorite programmer memes that have cracked me up. Buckle up and let’s go!Yea, our list has to start with an ZERO!0. When Emojis meets MathIf you ever find yourself struggling to remember math operations, emojis come to rescue!Buckle up! 7 Hilarious Programmer Memes Headed Your Way"
CodeCircuit,Five Quick and Easy Ways To Improve Your Coding Logic Skills,https://medium.com/@cannon_circuit/five-quick-and-easy-ways-to-improve-your-coding-logic-skills-88bc75491113?source=topics_v2---------96-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,Five Quick and Easy Ways To Improve Your Coding Logic SkillsUnlock the secrets to effective debugging and problem-solvingPhoto by Luca Bravo on UnsplashLogical thinking is the ability to think logically and reason systematically. It can be challenging for coders who spend a lot of time subconsciously observing patterns and solving problems rather than consciously analyzing them.Five Quick and Easy Ways To Improve Your Coding Logic SkillsUnlock the secrets to effective debugging and problem-solvingPhoto by Luca Bravo on UnsplashLogical thinking is the ability to think logically and reason systematically. It can be challenging for coders who spend a lot of time subconsciously observing patterns and solving problems rather than consciously analyzing them.Five Quick and Easy Ways To Improve Your Coding Logic SkillsUnlock the secrets to effective debugging and problem-solving
Jakub Jirak,iCloud+ Has Far More Potential Than You Might Think,https://medium.com/macoclock/icloud-has-far-more-potential-than-you-might-think-9dbf2ddbdf6a?source=topics_v2---------104-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"iCloud+ Has Far More Potential Than You Might ThinkApple doesn’t offer full use for it, at least for nowImage courtesy of the authorThe iCloud+ cloud service is now an integral part of Apple’s operating systems, taking care of syncing files, data, settings and more. That’s why many Apple users can no longer imagine life without it. At the same time, it is also used to store backups. Relatively recently, Apple has…iCloud+ Has Far More Potential Than You Might ThinkApple doesn’t offer full use for it, at least for nowImage courtesy of the authorThe iCloud+ cloud service is now an integral part of Apple’s operating systems, taking care of syncing files, data, settings and more. That’s why many Apple users can no longer imagine life without it. At the same time, it is also used to store backups. Relatively recently, Apple has…iCloud+ Has Far More Potential Than You Might ThinkApple doesn’t offer full use for it, at least for now"
Josef Cruz,My Simple Yet Best Practices Steps To Successful Requirements Gathering,https://medium.com/javascript-in-plain-english/my-simple-yet-best-practices-steps-to-successful-requirements-gathering-69a4b3572fce?source=topics_v2---------105-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"My Simple Yet Best Practices Steps To Successful Requirements GatheringBecause one of the essential steps in system development is defining requirements.Photo by Romain Dancre on UnsplashA poorly designed requirements-gathering process and, mainly, without focus on identifying objectives has a great chance of providing the development staff with the definition of a product that will be far…My Simple Yet Best Practices Steps To Successful Requirements GatheringBecause one of the essential steps in system development is defining requirements.Photo by Romain Dancre on UnsplashA poorly designed requirements-gathering process and, mainly, without focus on identifying objectives has a great chance of providing the development staff with the definition of a product that will be far…My Simple Yet Best Practices Steps To Successful Requirements GatheringBecause one of the essential steps in system development is defining requirements."
Brian Olson,Kotlin State Flows are Cool,https://medium.com/codex/kotlin-state-flows-are-cool-3c32ba059136?source=topics_v2---------108-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"Kotlin State Flows are CoolDisclaimer: All opinions are my ownPhoto by Pixabay from PexelsI should almost make this a series at this point, but I’m digging into another aspect of Kotlin and I have to admit — state flows are cool.I’ve already done some experimenting with Flows and Coroutines, now I’m experimenting with StateFlows. The best walkthrough I’ve found is on the Android site.Kotlin State Flows are CoolDisclaimer: All opinions are my ownPhoto by Pixabay from PexelsI should almost make this a series at this point, but I’m digging into another aspect of Kotlin and I have to admit — state flows are cool.I’ve already done some experimenting with Flows and Coroutines, now I’m experimenting with StateFlows. The best walkthrough I’ve found is on the Android site.Kotlin State Flows are Cool"
The woman,10 Great Cities to Work in as a Software Developer,https://medium.com/javascript-in-plain-english/10-great-cities-to-work-in-as-a-software-developer-874644ebe906?source=topics_v2---------110-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"10 Great Cities to Work in as a Software DeveloperSooner or later, more than salaries and perks will be needed to keep the top developers.Photo by Léonard Cotte on UnsplashSilicon Valley, San Francisco, is the home of tech firms. New York, Huston, and Boston foster some big companies as well. As a developer, you might wonder, well, that’s my destiny, but hold on. There is a little catch. Even though…10 Great Cities to Work in as a Software DeveloperSooner or later, more than salaries and perks will be needed to keep the top developers.Photo by Léonard Cotte on UnsplashSilicon Valley, San Francisco, is the home of tech firms. New York, Huston, and Boston foster some big companies as well. As a developer, you might wonder, well, that’s my destiny, but hold on. There is a little catch. Even though…10 Great Cities to Work in as a Software DeveloperSooner or later, more than salaries and perks will be needed to keep the top developers."
Alexandre Couëdelo,DevOps ❤️ Golang,https://medium.com/@alexandre-couedelo/devops-️-golang-5eaf6e064f0e?source=topics_v2---------111-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"Alex Tech Topic — Issue #5DevOps ❤️ GolangIf you are a developer that is looking to learn more about DevOps tooling, or if you are simply looking for a new language to focus on in 2023, then look no further than Golang. Go has been steadily gaining popularity among developers over the past few years, and there are good reasons for that.Go is designed with distributed systems in mind, allowing developers to build light way applications that can quickly and efficiently scale as needed. This makes it ideal for building cloud-native applications and services that require…Alex Tech Topic — Issue #5DevOps ❤️ GolangIf you are a developer that is looking to learn more about DevOps tooling, or if you are simply looking for a new language to focus on in 2023, then look no further than Golang. Go has been steadily gaining popularity among developers over the past few years, and there are good reasons for that.Go is designed with distributed systems in mind, allowing developers to build light way applications that can quickly and efficiently scale as needed. This makes it ideal for building cloud-native applications and services that require…DevOps ❤️ Golang"
Nuno Campos,Obsidian Plugin Review — AI Content Plugins,https://medium.com/technology-hits/obsidian-plugin-review-ai-content-plugins-61111c2a143d?source=topics_v2---------113-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"Obsidian Plugin Review — AI Content PluginsGenerate text and images inside Obsidian using AIIn today’s article, I will show you how to use AI to generate text and images inside Obsidian.Obsidian Text Generator PluginThe Obsidian Text Generator Plugin makes use of OpenAI, a powerful and affordable AI tool, to generate text using the GPT-3 Language Model. It’s an incredible tool to help writers, bloggers, or anyone else generate ideas, titles, outlines, or whole paragraphs, from within…Obsidian Plugin Review — AI Content PluginsGenerate text and images inside Obsidian using AIIn today’s article, I will show you how to use AI to generate text and images inside Obsidian.Obsidian Text Generator PluginThe Obsidian Text Generator Plugin makes use of OpenAI, a powerful and affordable AI tool, to generate text using the GPT-3 Language Model. It’s an incredible tool to help writers, bloggers, or anyone else generate ideas, titles, outlines, or whole paragraphs, from within…Obsidian Plugin Review — AI Content PluginsGenerate text and images inside Obsidian using AI"
Lorenzo Zarantonello,NgRx ComponentStore Example,https://medium.com/javascript-in-plain-english/ngrx-componentstore-example-2dd5abf225a9?source=topics_v2---------117-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,NgRx ComponentStore ExampleAn introduction to NgRx ComponentStore with a practical exampleComponentStore is a state management library that helps to manage the component state. ComponentStore is part of NgRx and it places itself as “an alternative to reactive push-based “Service with a Subject” approach.”NGRX homepageNgRx ComponentStore ExampleAn introduction to NgRx ComponentStore with a practical exampleComponentStore is a state management library that helps to manage the component state. ComponentStore is part of NgRx and it places itself as “an alternative to reactive push-based “Service with a Subject” approach.”NGRX homepageNgRx ComponentStore ExampleAn introduction to NgRx ComponentStore with a practical example
ĐINH Đăng Khoa,"In 2022, I Found a Simple Method to Accomplish My Side Projects",https://medium.com/javascript-in-plain-english/in-2022-i-found-a-simple-method-to-accomplish-my-side-projects-238721f59918?source=topics_v2---------120-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"In 2022, I Found a Simple Method to Accomplish My Side ProjectsLet personal projects be fun instead of a burdenPhoto by Felipe Furtado on UnsplashHow I failed to finish my projectLike other developers, I love building applications. I spend my free time coding because it is fun. In addition, doing projects is my preferred method to improve my coding skills.In 2022, I Found a Simple Method to Accomplish My Side ProjectsLet personal projects be fun instead of a burdenPhoto by Felipe Furtado on UnsplashHow I failed to finish my projectLike other developers, I love building applications. I spend my free time coding because it is fun. In addition, doing projects is my preferred method to improve my coding skills.In 2022, I Found a Simple Method to Accomplish My Side ProjectsLet personal projects be fun instead of a burden"
Code & Dogs,Python — Football World Cup Analytics,https://medium.com/@codeanddogs/python-football-world-cup-analytics-eb8522a7fa2d?source=topics_v2---------121-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"Python — Football World Cup AnalyticsWeb Scraping With Python BeautifulSoup & PandasPython — Web Scraping World Cup Games. Image created by the author using Canva.The last days of the 2022 FIFA World Cup in Qatar are currently running. We all know that Brazil has won the most world cups overall (5), followed by Germany and Italy (4).But do you know which nation played the most world cup matches or scored the most world cup goals ever? Or do you know the…Python — Football World Cup AnalyticsWeb Scraping With Python BeautifulSoup & PandasPython — Web Scraping World Cup Games. Image created by the author using Canva.The last days of the 2022 FIFA World Cup in Qatar are currently running. We all know that Brazil has won the most world cups overall (5), followed by Germany and Italy (4).But do you know which nation played the most world cup matches or scored the most world cup goals ever? Or do you know the…Python — Football World Cup AnalyticsWeb Scraping With Python BeautifulSoup & Pandas"
Andrew Zuo,ChatGPT Is Not Going To Destroy Software Engineering,https://medium.com/lost-but-coding/chatgpt-is-not-going-to-destroy-software-engineering-899bbf848d9d?source=topics_v2---------125-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,We’re All F**kedChatGPT Is Not Going To Destroy Software EngineeringNot Directly At LeastSo I read this articleChatGPT Will Change Software Engineering — But Not in the Way You’re HopingThe future is bright for those who adaptbetterprogramming.pubWe’re All F**kedChatGPT Is Not Going To Destroy Software EngineeringNot Directly At LeastSo I read this articleChatGPT Will Change Software Engineering — But Not in the Way You’re HopingThe future is bright for those who adaptbetterprogramming.pubChatGPT Is Not Going To Destroy Software EngineeringNot Directly At LeastChatGPT Will Change Software Engineering — But Not in the Way You’re HopingThe future is bright for those who adaptbetterprogramming.pubChatGPT Will Change Software Engineering — But Not in the Way You’re HopingThe future is bright for those who adaptbetterprogramming.pubChatGPT Will Change Software Engineering — But Not in the Way You’re HopingThe future is bright for those who adaptbetterprogramming.pubThe future is bright for those who adaptbetterprogramming.pub
Dineshchandgr,What is Database Audit and how to audit a Database using a Spring Boot Application?,https://medium.com/@dineshchandgr/what-is-database-audit-and-how-to-audit-a-database-using-a-spring-boot-application-11a08170e687?source=topics_v2---------129-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"What is Database Audit and how to audit a Database using a Spring Boot Application?Hello everyone. In this article we are going to look at what is Database Audit, then look at the different ways to Audit a database. We will then explore Hibernate Envers and its features. Later, we will see how to implement Database Auditing in Spring Boot using Hibernate Envers with the support of Spring Data JPA. Let's get started.What is Database Audit and how to audit a Database using a Spring Boot Application?Hello everyone. In this article we are going to look at what is Database Audit, then look at the different ways to Audit a database. We will then explore Hibernate Envers and its features. Later, we will see how to implement Database Auditing in Spring Boot using Hibernate Envers with the support of Spring Data JPA. Let's get started.What is Database Audit and how to audit a Database using a Spring Boot Application?"
Haiko van der Schaaf,Improving Cold Starts Using Lambda SnapStart,https://medium.com/better-programming/improving-cold-starts-using-lambda-snapstart-9d26577cca60?source=topics_v2---------130-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"Improving Cold Starts Using Lambda SnapStartDoes AWS Lambda SnapStart make sense?Photo by Cris Ovalle on UnsplashThe adoption of Java for AWS Lambda lagged compared to Node.js and Python. And for good reason. Java, as a compiled language, has a terrible cold start. Could the recently announced AWS Lambda SnapStart for Java at the yearly AWS re:Invent mitigate this undesirable characteristic?Improving Cold Starts Using Lambda SnapStartDoes AWS Lambda SnapStart make sense?Photo by Cris Ovalle on UnsplashThe adoption of Java for AWS Lambda lagged compared to Node.js and Python. And for good reason. Java, as a compiled language, has a terrible cold start. Could the recently announced AWS Lambda SnapStart for Java at the yearly AWS re:Invent mitigate this undesirable characteristic?Improving Cold Starts Using Lambda SnapStartDoes AWS Lambda SnapStart make sense?"
"Alexandros Zenonos, PhD",How to Develop an Automated Valuation Model (AVM),https://medium.com/python-in-plain-english/how-to-develop-an-automated-valuation-model-avm-ff7761bb98d3?source=topics_v2---------132-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"Real-estate, AVMHow to Develop an Automated Valuation Model (AVM)Introduction to AVMs — a data scientist’s perspectivePhoto by Étienne Beauregard-Riverin on UnsplashDeveloping an automated valuation model for property (house/flat/plot) price predictions can be a valuable tool for real estate professionals, home buyers and investors alike. Using machine-learning algorithms can provide accurate and…Real-estate, AVMHow to Develop an Automated Valuation Model (AVM)Introduction to AVMs — a data scientist’s perspectivePhoto by Étienne Beauregard-Riverin on UnsplashDeveloping an automated valuation model for property (house/flat/plot) price predictions can be a valuable tool for real estate professionals, home buyers and investors alike. Using machine-learning algorithms can provide accurate and…How to Develop an Automated Valuation Model (AVM)Introduction to AVMs — a data scientist’s perspective"
Tom Smykowski,🎵 What I don’t like about music streaming services,https://medium.com/@tomaszs2/what-i-dont-like-about-music-streaming-services-a0d93f19bb91?source=topics_v2---------133-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"🎵 What I don’t like about music streaming servicesThe way we are listening to music nowadays is comfortable and cheap. That is the best way to describe services like Spotify or YouTube music. You pay some money, and in exchange you can listen to your playlist from everywhere.I love to listen to music, and have my own playlists that have hundreds of songs. Unfortunately, what online streaming services offer, is however too little for me.Google MusicMy resentment to these services started with Google Music. The service was fine. I…🎵 What I don’t like about music streaming servicesThe way we are listening to music nowadays is comfortable and cheap. That is the best way to describe services like Spotify or YouTube music. You pay some money, and in exchange you can listen to your playlist from everywhere.I love to listen to music, and have my own playlists that have hundreds of songs. Unfortunately, what online streaming services offer, is however too little for me.Google MusicMy resentment to these services started with Google Music. The service was fine. I…🎵 What I don’t like about music streaming services"
Jennifer Fu,7 Examples To Master Highcharts in React,https://medium.com/better-programming/7-examples-to-master-highcharts-in-react-33938fab5171?source=topics_v2---------134-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"7 Examples To Master Highcharts in ReactThe enterprise-grade JavaScript charting libraryPhoto by Luke Chesser on UnsplashHighcharts is an enterprise-grade JavaScript charting library based on SVG. It was first released in 2009 by Highsoft in Vik, Norway.Highcharts supports a long list of different chart types, including line, spline, area, areaspline, column, bar, pie, scatter, scatter3d, heatmap, treemap…7 Examples To Master Highcharts in ReactThe enterprise-grade JavaScript charting libraryPhoto by Luke Chesser on UnsplashHighcharts is an enterprise-grade JavaScript charting library based on SVG. It was first released in 2009 by Highsoft in Vik, Norway.Highcharts supports a long list of different chart types, including line, spline, area, areaspline, column, bar, pie, scatter, scatter3d, heatmap, treemap…7 Examples To Master Highcharts in ReactThe enterprise-grade JavaScript charting library"
Alvin Lee,Two Ways to Debug with Render,https://medium.com/gitconnected/two-ways-to-debug-with-render-583de4ce3183?source=topics_v2---------135-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"Photo by Austin Distel on UnsplashCoding in a Coffee ShopTwo Ways to Debug with RenderDebug your web application with ease, using Datadog and Log StreamsRender is a one-stop shop for web application infrastructure, simplifying the hosting of static content, databases, microservices, and more. Whether you’re maintaining a monolith application or have adopted a microservice pattern — and…Photo by Austin Distel on UnsplashCoding in a Coffee ShopTwo Ways to Debug with RenderDebug your web application with ease, using Datadog and Log StreamsRender is a one-stop shop for web application infrastructure, simplifying the hosting of static content, databases, microservices, and more. Whether you’re maintaining a monolith application or have adopted a microservice pattern — and…Two Ways to Debug with RenderDebug your web application with ease, using Datadog and Log Streams"
Dino Cajic,"Laravel 9.x with Vue, Tailwind, and Vue-Router",https://medium.com/dev-genius/laravel-9-x-with-vue-tailwind-and-vue-router-4c2da39831ea?source=topics_v2---------136-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"Laravel 9.x with Vue, Tailwind, and Vue-RouterDo you keep your backend completely separate from your front-end or do you try to integrate the Vue and Laravel structure into one project? I prefer the latter. It’s not as intuitive as it should be. I used to love the UI presets before, where you can select either React or Vue and move on. Although not terrible, we do need to set this up properly.Installing VueLaravel 9.x with Vue, Tailwind, and Vue-RouterDo you keep your backend completely separate from your front-end or do you try to integrate the Vue and Laravel structure into one project? I prefer the latter. It’s not as intuitive as it should be. I used to love the UI presets before, where you can select either React or Vue and move on. Although not terrible, we do need to set this up properly.Installing VueLaravel 9.x with Vue, Tailwind, and Vue-Router"
renguy,A Definition,https://medium.com/the-shortform/a-definition-d05515d2668d?source=topics_v2---------140-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"A DefinitionI defined a word to describe a different kind of programmingImage by Author, All rights reserved. Copyright 2020.I was writing today and needed a different word. I also thought I’d better define the term so there is no confusion as to what this word means in the context of my writing.The word is: metaprogrammerI needed a word to describe the kind of computer programming I do. It seemed to me that…A DefinitionI defined a word to describe a different kind of programmingImage by Author, All rights reserved. Copyright 2020.I was writing today and needed a different word. I also thought I’d better define the term so there is no confusion as to what this word means in the context of my writing.The word is: metaprogrammerI needed a word to describe the kind of computer programming I do. It seemed to me that…A DefinitionI defined a word to describe a different kind of programming"
James Bowen,Generalizing Dijkstra’s Algorithm,https://medium.com/@james_32022/generalizing-dijkstras-algorithm-e59bba55a6b1?source=topics_v2---------143-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"Generalizing Dijkstra’s AlgorithmEarlier this week, I wrote a simplified implementation of Dijkstra’s algorithm. You can read the article for details or just look at the full code implementation here on GitHub. This implementation is fine to use within a particular project for a particular purpose, but it doesn’t generalize very well. Today we’ll explore how to make this idea more general.I chose to do this without looking at any existing implementations of Dijkstra’s algorithm in Haskell libraries to see how my approach would be different. So at the end of this series I’ll also spend some time…Generalizing Dijkstra’s AlgorithmEarlier this week, I wrote a simplified implementation of Dijkstra’s algorithm. You can read the article for details or just look at the full code implementation here on GitHub. This implementation is fine to use within a particular project for a particular purpose, but it doesn’t generalize very well. Today we’ll explore how to make this idea more general.I chose to do this without looking at any existing implementations of Dijkstra’s algorithm in Haskell libraries to see how my approach would be different. So at the end of this series I’ll also spend some time…Generalizing Dijkstra’s Algorithm"
Dmitry Yarygin,Test Automation in your Browser. No local setup needed?,https://medium.com/@nomadic-dmitry/test-automation-in-your-browser-no-local-setup-needed-11bcbd64765c?source=topics_v2---------144-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,Test Automation in your Browser. No local setup needed?Test Automation is one of the essential tasks of the QA Engineer now. But most of our current work involves preparing the environment and setting up tests complexly.I was researching my options for running tests right in my browser without too much configuration effort. I immediately got the idea of the solution I could try after running GitHub CodeSpaces.Test Automation in your Browser. No local setup needed?Test Automation is one of the essential tasks of the QA Engineer now. But most of our current work involves preparing the environment and setting up tests complexly.I was researching my options for running tests right in my browser without too much configuration effort. I immediately got the idea of the solution I could try after running GitHub CodeSpaces.Test Automation in your Browser. No local setup needed?
Hemanth,How To Solve 2x2 Equations In A Single Step,https://medium.com/street-science/how-to-solve-2x2-equations-in-a-single-step-92c58fbcfb0b?source=topics_v2---------146-84--------------------863fcd3c_cb40_4438_b9c9_271ea5364689-------17,"How To Solve 2x2 Equations In A Single StepThis method lets you skip conventional substitution/elimination!Underrated algebra tool — Illustration created by the authorThe conventional approach to solve 2x2 equations in linear algebra involves elimination/substitution. However, the method that I will be demonstrating in this essay lets you skip these steps, simplifying the effort in the process.How To Solve 2x2 Equations In A Single StepThis method lets you skip conventional substitution/elimination!Underrated algebra tool — Illustration created by the authorThe conventional approach to solve 2x2 equations in linear algebra involves elimination/substitution. However, the method that I will be demonstrating in this essay lets you skip these steps, simplifying the effort in the process.How To Solve 2x2 Equations In A Single StepThis method lets you skip conventional substitution/elimination!"
